States,Recovered,Death,Total Cases,Date,Latitude,Longitude,Active
Goa,85,0,592,2020-06-16,15.2993,74.124,507
Gujarat,16664,1505,24055,2020-06-16,22.2587,71.1924,5886
Haryana,3565,100,7722,2020-06-16,29.0588,76.0856,4057
Himachal Pradesh,353,8,556,2020-06-16,31.1048,77.1734,195
Jammu and Kashmir,2604,62,5220,2020-06-16,33.7782,76.5762,2554
Jharkhand,905,8,1763,2020-06-16,23.6102,85.2799,850
Karnataka,4135,89,7213,2020-06-16,15.3173,75.7139,2989
Kerala,1175,20,2543,2020-06-16,10.8505,76.2711,1348
Ladakh,82,1,555,2020-06-16,34.2996,78.2932,472
Madhya Pradesh,7903,465,10935,2020-06-16,22.9734,78.6569,2567
Maharashtra,56049,4128,110744,2020-06-16,19.7515,75.7139,50567
Manipur,151,0,490,2020-06-16,24.6637,93.9063,339
Meghalaya,25,1,44,2020-06-16,25.467,91.3662,18
Mizoram,1,0,117,2020-06-16,23.1645,92.9376,116
Nagaland,92,0,177,2020-06-16,26.1584,94.5624,85
Odisha,2854,11,4055,2020-06-16,20.9517,85.0985,1190
Puducherry,95,5,202,2020-06-16,11.9416,79.8083,102
Punjab,2443,71,3267,2020-06-16,31.1471,75.3412,753
Rajasthan,9785,301,12981,2020-06-16,27.0238,74.2179,2895
Sikkim,4,0,68,2020-06-16,,,64
Tamil Nadu,25344,479,46504,2020-06-16,11.1271,78.6569,20681
Telangana,2766,187,5193,2020-06-16,,,2240
Tripura,433,1,1086,2020-06-16,23.9408,91.9882,652
Uttar Pradesh,8268,399,13615,2020-06-16,26.8467,80.9462,4948
Uttarakhand,1189,24,1845,2020-06-16,30.0668,79.0193,632
West Bengal,5494,485,11494,2020-06-16,22.9868,87.855,5515
Andaman and Nicobar Islands,33,0,44,2020-06-18,11.7401,92.6586,11
Andhra Pradesh,3641,90,7071,2020-06-18,15.9129,79.74,3340
Arunachal Pradesh,7,0,99,2020-06-18,28.218000000000004,94.7278,92
Assam,2642,8,4605,2020-06-18,26.2006,92.9376,1955
Bihar,4926,44,6942,2020-06-18,25.0961,85.3131,1972
Chandigarh,303,6,368,2020-06-18,30.7333,76.7794,59
Chhattisgarh,1180,10,1864,2020-06-18,21.2787,81.8661,674
Dadra and Nagar Haveli and Daman and Diu,12,0,57,2020-06-18,,,45
Delhi,17457,1904,47102,2020-06-18,28.7041,77.1025,27741
Goa,96,0,656,2020-06-18,15.2993,74.124,560
Gujarat,17430,1560,25093,2020-06-18,22.2587,71.1924,6103
Haryana,3952,130,8832,2020-06-18,29.0588,76.0856,4750
Himachal Pradesh,372,8,569,2020-06-18,31.1048,77.1734,189
Jammu and Kashmir,2914,65,5406,2020-06-18,33.7782,76.5762,2427
Jharkhand,1151,10,1895,2020-06-18,23.6102,85.2799,734
Karnataka,4804,102,7734,2020-06-18,15.3173,75.7139,2828
Kerala,1326,20,2697,2020-06-18,10.8505,76.2711,1351
Ladakh,92,1,687,2020-06-18,34.2996,78.2932,594
Madhya Pradesh,8388,482,11244,2020-06-18,22.9734,78.6569,2374
Maharashtra,59166,5651,116752,2020-06-18,19.7515,75.7139,51935
Manipur,192,0,552,2020-06-18,24.6637,93.9063,360
Meghalaya,30,1,44,2020-06-18,25.467,91.3662,13
Mizoram,1,0,121,2020-06-18,23.1645,92.9376,120
Nagaland,103,0,193,2020-06-18,26.1584,94.5624,90
Odisha,3047,11,4338,2020-06-18,20.9517,85.0985,1280
Puducherry,109,7,245,2020-06-18,11.9416,79.8083,129
Punjab,2538,78,3497,2020-06-18,31.1471,75.3412,881
Rajasthan,10467,313,13542,2020-06-18,27.0238,74.2179,2762
Sikkim,4,0,70,2020-06-18,,,66
Tamil Nadu,27624,576,50193,2020-06-18,11.1271,78.6569,21993
Telangana,3071,192,5675,2020-06-18,,,2412
Tripura,556,1,1135,2020-06-18,23.9408,91.9882,578
Uttar Pradesh,8904,435,14598,2020-06-18,26.8467,80.9462,5259
Uttarakhand,1254,26,2023,2020-06-18,30.0668,79.0193,743
West Bengal,6533,506,12300,2020-06-18,22.9868,87.855,5261
Andaman and Nicobar Islands,33,0,44,2020-06-19,11.7401,92.6586,11
Andhra Pradesh,3789,92,7518,2020-06-19,15.9129,79.74,3637
Arunachal Pradesh,10,0,103,2020-06-19,28.218000000000004,94.7278,93
Assam,2654,9,4777,2020-06-19,26.2006,92.9376,2114
Bihar,5056,44,7025,2020-06-19,25.0961,85.3131,1925
Chandigarh,306,6,374,2020-06-19,30.7333,76.7794,62
Chhattisgarh,1228,10,1946,2020-06-19,21.2787,81.8661,708
Dadra and Nagar Haveli and Daman and Diu,13,0,58,2020-06-19,,,45
Delhi,21341,1969,49979,2020-06-19,28.7041,77.1025,26669
Goa,109,0,705,2020-06-19,15.2993,74.124,596
Gujarat,17819,1591,25601,2020-06-19,22.2587,71.1924,6191
Haryana,4556,134,9218,2020-06-19,29.0588,76.0856,4528
Himachal Pradesh,382,8,595,2020-06-19,31.1048,77.1734,205
Jammu and Kashmir,3144,71,5555,2020-06-19,33.7782,76.5762,2340
Jharkhand,1198,11,1920,2020-06-19,23.6102,85.2799,711
Karnataka,4983,114,7944,2020-06-19,15.3173,75.7139,2847
Kerala,1415,21,2794,2020-06-19,10.8505,76.2711,1358
Ladakh,95,1,687,2020-06-19,34.2996,78.2932,591
Madhya Pradesh,8632,486,11426,2020-06-19,22.9734,78.6569,2308
Maharashtra,60838,5751,120504,2020-06-19,19.7515,75.7139,53915
Manipur,199,0,606,2020-06-19,24.6637,93.9063,407
Meghalaya,30,1,44,2020-06-19,25.467,91.3662,13
Mizoram,1,0,130,2020-06-19,23.1645,92.9376,129
Nagaland,103,0,193,2020-06-19,26.1584,94.5624,90
Odisha,3144,11,4512,2020-06-19,20.9517,85.0985,1357
Puducherry,109,7,271,2020-06-19,11.9416,79.8083,155
Punjab,2570,83,3615,2020-06-19,31.1471,75.3412,962
Rajasthan,10742,323,13857,2020-06-19,27.0238,74.2179,2792
Sikkim,5,0,70,2020-06-19,,,65
Tamil Nadu,28641,625,52334,2020-06-19,11.1271,78.6569,23068
Telangana,3301,195,6027,2020-06-19,,,2531
Tripura,639,1,1155,2020-06-19,23.9408,91.9882,515
Uttar Pradesh,9239,465,15181,2020-06-19,26.8467,80.9462,5477
Uttarakhand,1386,26,2102,2020-06-19,30.0668,79.0193,690
West Bengal,7001,518,12735,2020-06-19,22.9868,87.855,5216
Andaman and Nicobar Islands,35,0,45,2020-06-20,11.7401,92.6586,10
Andhra Pradesh,3917,96,7961,2020-06-20,15.9129,79.74,3948
Arunachal Pradesh,11,0,103,2020-06-20,28.218000000000004,94.7278,92
Assam,3039,9,4904,2020-06-20,26.2006,92.9376,1856
Bihar,5098,50,7181,2020-06-20,25.0961,85.3131,2033
Chandigarh,315,6,381,2020-06-20,30.7333,76.7794,60
Chhattisgarh,1331,10,2028,2020-06-20,21.2787,81.8661,687
Dadra and Nagar Haveli and Daman and Diu,14,0,62,2020-06-20,,,48
Delhi,23569,2035,53116,2020-06-20,28.7041,77.1025,27512
Goa,118,0,725,2020-06-20,15.2993,74.124,607
Gujarat,18159,1618,26141,2020-06-20,22.2587,71.1924,6364
Haryana,4889,144,9743,2020-06-20,29.0588,76.0856,4710
Himachal Pradesh,388,8,619,2020-06-20,31.1048,77.1734,223
Jammu and Kashmir,3194,75,5680,2020-06-20,33.7782,76.5762,2411
Jharkhand,1332,11,1965,2020-06-20,23.6102,85.2799,622
Karnataka,5210,124,8281,2020-06-20,15.3173,75.7139,2947
Kerala,1511,21,2912,2020-06-20,10.8505,76.2711,1380
Ladakh,95,1,744,2020-06-20,34.2996,78.2932,648
Madhya Pradesh,8748,495,11582,2020-06-20,22.9734,78.6569,2339
Maharashtra,62773,5893,124331,2020-06-20,19.7515,75.7139,55665
Manipur,218,0,681,2020-06-20,24.6637,93.9063,463
Meghalaya,33,1,44,2020-06-20,25.467,91.3662,10
Mizoram,1,0,130,2020-06-20,23.1645,92.9376,129
Nagaland,125,0,198,2020-06-20,26.1584,94.5624,73
Odisha,3297,11,4677,2020-06-20,20.9517,85.0985,1369
Puducherry,118,7,286,2020-06-20,11.9416,79.8083,161
Punjab,2636,92,3832,2020-06-20,31.1471,75.3412,1104
Rajasthan,10997,333,14156,2020-06-20,27.0238,74.2179,2826
Sikkim,5,0,70,2020-06-20,,,65
Tamil Nadu,30271,666,54449,2020-06-20,11.1271,78.6569,23512
Telangana,3353,198,6526,2020-06-20,,,2975
Tripura,657,1,1178,2020-06-20,23.9408,91.9882,520
Uttar Pradesh,9638,488,15785,2020-06-20,26.8467,80.9462,5659
Uttarakhand,1433,26,2177,2020-06-20,30.0668,79.0193,718
West Bengal,7303,529,13090,2020-06-20,22.9868,87.855,5258
Andaman and Nicobar Islands,36,0,47,2020-06-21,11.7401,92.6586,11
Andhra Pradesh,4111,101,8452,2020-06-21,15.9129,79.74,4240
Arunachal Pradesh,14,0,135,2020-06-21,28.218000000000004,94.7278,121
Assam,3039,9,4904,2020-06-21,26.2006,92.9376,1856
Bihar,5529,52,7533,2020-06-21,25.0961,85.3131,1952
Chandigarh,316,6,404,2020-06-21,30.7333,76.7794,82
Chhattisgarh,1394,11,2041,2020-06-21,21.2787,81.8661,636
Dadra and Nagar Haveli and Daman and Diu,26,0,68,2020-06-21,,,42
Delhi,31294,2112,56746,2020-06-21,28.7041,77.1025,23340
Goa,129,0,754,2020-06-21,15.2993,74.124,625
Gujarat,18694,1638,26680,2020-06-21,22.2587,71.1924,6348
Haryana,5128,149,10223,2020-06-21,29.0588,76.0856,4946
Himachal Pradesh,413,8,656,2020-06-21,31.1048,77.1734,235
Jammu and Kashmir,3336,81,5834,2020-06-21,33.7782,76.5762,2417
Jharkhand,1335,11,1965,2020-06-21,23.6102,85.2799,619
Karnataka,5391,132,8697,2020-06-21,15.3173,75.7139,3174
Kerala,1568,21,3039,2020-06-21,10.8505,76.2711,1450
Ladakh,117,1,836,2020-06-21,34.2996,78.2932,718
Madhya Pradesh,8880,501,11724,2020-06-21,22.9734,78.6569,2343
Maharashtra,64153,5984,128205,2020-06-21,19.7515,75.7139,58068
Manipur,232,0,777,2020-06-21,24.6637,93.9063,545
Meghalaya,33,1,44,2020-06-21,25.467,91.3662,10
Mizoram,9,0,140,2020-06-21,23.1645,92.9376,131
Nagaland,138,0,201,2020-06-21,26.1584,94.5624,63
Odisha,3534,12,4856,2020-06-21,20.9517,85.0985,1310
Puducherry,118,7,286,2020-06-21,11.9416,79.8083,161
Punjab,2678,98,3952,2020-06-21,31.1471,75.3412,1176
Rajasthan,11274,337,14536,2020-06-21,27.0238,74.2179,2925
Sikkim,25,0,70,2020-06-21,,,45
Tamil Nadu,31316,704,56845,2020-06-21,11.1271,78.6569,24825
Telangana,3506,203,7072,2020-06-21,,,3363
Tripura,680,1,1186,2020-06-21,23.9408,91.9882,505
Uttar Pradesh,9995,507,16594,2020-06-21,26.8467,80.9462,6092
Uttarakhand,1450,27,2301,2020-06-21,30.0668,79.0193,824
West Bengal,7865,540,13531,2020-06-21,22.9868,87.855,5126
Andaman and Nicobar Islands,37,0,48,2020-06-22,11.7401,92.6586,11
Andhra Pradesh,4331,106,8999,2020-06-22,15.9129,79.74,4562
Arunachal Pradesh,15,0,135,2020-06-22,28.218000000000004,94.7278,120
Assam,3360,9,5388,2020-06-22,26.2006,92.9376,2019
Bihar,5580,53,7612,2020-06-22,25.0961,85.3131,1979
Chandigarh,316,6,406,2020-06-22,30.7333,76.7794,84
Chhattisgarh,1447,11,2275,2020-06-22,21.2787,81.8661,817
Dadra and Nagar Haveli and Daman and Diu,26,0,88,2020-06-22,,,62
Delhi,33013,2175,59746,2020-06-22,28.7041,77.1025,24558
Goa,129,0,754,2020-06-22,15.2993,74.124,625
Gujarat,19349,1663,27260,2020-06-22,22.2587,71.1924,6248
Haryana,5557,160,10635,2020-06-22,29.0588,76.0856,4918
Himachal Pradesh,425,8,673,2020-06-22,31.1048,77.1734,240
Jammu and Kashmir,3382,82,5956,2020-06-22,33.7782,76.5762,2492
Jharkhand,1406,11,2073,2020-06-22,23.6102,85.2799,656
Karnataka,5618,137,9150,2020-06-22,15.3173,75.7139,3395
Kerala,1661,21,3172,2020-06-22,10.8505,76.2711,1490
Ladakh,134,1,837,2020-06-22,34.2996,78.2932,702
Madhya Pradesh,9015,515,11903,2020-06-22,22.9734,78.6569,2373
Maharashtra,65744,6170,132075,2020-06-22,19.7515,75.7139,60161
Manipur,250,0,841,2020-06-22,24.6637,93.9063,591
Meghalaya,33,1,44,2020-06-22,25.467,91.3662,10
Mizoram,9,0,141,2020-06-22,23.1645,92.9376,132
Nagaland,141,0,211,2020-06-22,26.1584,94.5624,70
Odisha,3720,14,5160,2020-06-22,20.9517,85.0985,1426
Puducherry,140,8,366,2020-06-22,11.9416,79.8083,218
Punjab,2700,99,4074,2020-06-22,31.1471,75.3412,1275
Rajasthan,11597,349,14930,2020-06-22,27.0238,74.2179,2984
Sikkim,25,0,78,2020-06-22,,,53
Tamil Nadu,32754,757,59377,2020-06-22,11.1271,78.6569,25866
Telangana,3731,210,7802,2020-06-22,,,3861
Tripura,759,1,1221,2020-06-22,23.9408,91.9882,461
Uttar Pradesh,10995,550,17731,2020-06-22,26.8467,80.9462,6186
Uttarakhand,1500,27,2344,2020-06-22,30.0668,79.0193,817
West Bengal,8297,555,13945,2020-06-22,22.9868,87.855,5093
Andaman and Nicobar Islands,37,0,48,2020-06-23,11.7401,92.6586,11
Andhra Pradesh,4495,111,9372,2020-06-23,15.9129,79.74,4766
Arunachal Pradesh,21,0,139,2020-06-23,28.218000000000004,94.7278,118
Assam,3521,9,5586,2020-06-23,26.2006,92.9376,2056
Bihar,5781,55,7825,2020-06-23,25.0961,85.3131,1989
Chandigarh,322,6,411,2020-06-23,30.7333,76.7794,83
Chhattisgarh,1513,12,2303,2020-06-23,21.2787,81.8661,778
Dadra and Nagar Haveli and Daman and Diu,27,0,91,2020-06-23,,,64
Delhi,36602,2233,62655,2020-06-23,28.7041,77.1025,23820
Goa,152,1,864,2020-06-23,15.2993,74.124,711
Gujarat,19909,1684,27825,2020-06-23,22.2587,71.1924,6232
Haryana,5916,169,11025,2020-06-23,29.0588,76.0856,4940
Himachal Pradesh,437,8,727,2020-06-23,31.1048,77.1734,282
Jammu and Kashmir,3531,85,6088,2020-06-23,33.7782,76.5762,2472
Jharkhand,1469,11,2137,2020-06-23,23.6102,85.2799,657
Karnataka,5730,142,9399,2020-06-23,15.3173,75.7139,3527
Kerala,1749,21,3310,2020-06-23,10.8505,76.2711,1540
Ladakh,136,1,847,2020-06-23,34.2996,78.2932,710
Madhya Pradesh,9215,521,12078,2020-06-23,22.9734,78.6569,2342
Maharashtra,67706,6283,135796,2020-06-23,19.7515,75.7139,61807
Manipur,250,0,898,2020-06-23,24.6637,93.9063,648
Meghalaya,37,1,44,2020-06-23,25.467,91.3662,6
Mizoram,9,0,141,2020-06-23,23.1645,92.9376,132
Nagaland,141,0,280,2020-06-23,26.1584,94.5624,139
Odisha,3863,15,5303,2020-06-23,20.9517,85.0985,1425
Puducherry,149,8,383,2020-06-23,11.9416,79.8083,226
Punjab,2825,101,4235,2020-06-23,31.1471,75.3412,1309
Rajasthan,11910,356,15232,2020-06-23,27.0238,74.2179,2966
Sikkim,29,0,78,2020-06-23,,,49
Tamil Nadu,34112,794,62087,2020-06-23,11.1271,78.6569,27181
Telangana,4005,217,8674,2020-06-23,,,4452
Tripura,782,1,1237,2020-06-23,23.9408,91.9882,454
Uttar Pradesh,11601,569,18322,2020-06-23,26.8467,80.9462,6152
Uttarakhand,1521,28,2402,2020-06-23,30.0668,79.0193,853
West Bengal,8687,569,14358,2020-06-23,22.9868,87.855,5102
Andaman and Nicobar Islands,40,0,50,2020-06-24,11.7401,92.6586,10
Andhra Pradesh,4599,119,10002,2020-06-24,15.9129,79.74,5284
Arunachal Pradesh,22,0,148,2020-06-24,28.218000000000004,94.7278,126
Assam,3762,9,5831,2020-06-24,26.2006,92.9376,2060
Bihar,6104,56,8153,2020-06-24,25.0961,85.3131,1993
Chandigarh,322,6,418,2020-06-24,30.7333,76.7794,90
Chhattisgarh,1553,12,2362,2020-06-24,21.2787,81.8661,797
Dadra and Nagar Haveli and Daman and Diu,29,0,120,2020-06-24,,,91
Delhi,39313,2301,66602,2020-06-24,28.7041,77.1025,24988
Goa,205,1,909,2020-06-24,15.2993,74.124,703
Gujarat,20513,1710,28371,2020-06-24,22.2587,71.1924,6148
Haryana,6498,178,11520,2020-06-24,29.0588,76.0856,4844
Himachal Pradesh,443,8,775,2020-06-24,31.1048,77.1734,324
Jammu and Kashmir,3642,87,6236,2020-06-24,33.7782,76.5762,2507
Jharkhand,1520,11,2185,2020-06-24,23.6102,85.2799,654
Karnataka,6004,150,9721,2020-06-24,15.3173,75.7139,3567
Kerala,1809,22,3451,2020-06-24,10.8505,76.2711,1620
Ladakh,148,1,932,2020-06-24,34.2996,78.2932,783
Madhya Pradesh,9335,525,12261,2020-06-24,22.9734,78.6569,2401
Maharashtra,69631,6531,139010,2020-06-24,19.7515,75.7139,62848
Manipur,258,0,921,2020-06-24,24.6637,93.9063,663
Meghalaya,37,1,46,2020-06-24,25.467,91.3662,8
Mizoram,9,0,142,2020-06-24,23.1645,92.9376,133
Nagaland,141,0,330,2020-06-24,26.1584,94.5624,189
Odisha,3988,17,5470,2020-06-24,20.9517,85.0985,1465
Puducherry,165,9,402,2020-06-24,11.9416,79.8083,228
Punjab,3047,105,4397,2020-06-24,31.1471,75.3412,1245
Rajasthan,12213,365,15627,2020-06-24,27.0238,74.2179,3049
Sikkim,29,0,79,2020-06-24,,,50
Tamil Nadu,35339,833,64603,2020-06-24,11.1271,78.6569,28431
Telangana,4224,220,9553,2020-06-24,,,5109
Tripura,807,1,1259,2020-06-24,23.9408,91.9882,451
Uttar Pradesh,12116,588,18893,2020-06-24,26.8467,80.9462,6189
Uttarakhand,1602,30,2535,2020-06-24,30.0668,79.0193,903
West Bengal,9218,580,14728,2020-06-24,22.9868,87.855,4930
Andaman and Nicobar Islands,43,0,56,2020-06-25,11.7401,92.6586,13
Andhra Pradesh,4779,124,10331,2020-06-25,15.9129,79.74,5428
Arunachal Pradesh,38,0,158,2020-06-25,28.218000000000004,94.7278,120
Assam,3958,9,6198,2020-06-25,26.2006,92.9376,2231
Bihar,6113,57,8209,2020-06-25,25.0961,85.3131,2039
Chandigarh,323,6,420,2020-06-25,30.7333,76.7794,91
Chhattisgarh,1627,12,2419,2020-06-25,21.2787,81.8661,780
Dadra and Nagar Haveli and Daman and Diu,30,0,120,2020-06-25,,,90
Delhi,41437,2365,70390,2020-06-25,28.7041,77.1025,26588
Goa,289,2,951,2020-06-25,15.2993,74.124,660
Gujarat,21088,1735,28943,2020-06-25,22.2587,71.1924,6120
Haryana,6925,188,12010,2020-06-25,29.0588,76.0856,4897
Himachal Pradesh,466,8,806,2020-06-25,31.1048,77.1734,332
Jammu and Kashmir,3818,88,6422,2020-06-25,33.7782,76.5762,2516
Jharkhand,1570,11,2207,2020-06-25,23.6102,85.2799,626
Karnataka,6151,164,10118,2020-06-25,15.3173,75.7139,3803
Kerala,1888,22,3603,2020-06-25,10.8505,76.2711,1693
Ladakh,274,1,941,2020-06-25,34.2996,78.2932,666
Madhya Pradesh,9473,534,12448,2020-06-25,22.9734,78.6569,2441
Maharashtra,73792,6739,142900,2020-06-25,19.7515,75.7139,62369
Manipur,328,0,970,2020-06-25,24.6637,93.9063,642
Meghalaya,42,1,46,2020-06-25,25.467,91.3662,3
Mizoram,19,0,142,2020-06-25,23.1645,92.9376,123
Nagaland,148,0,347,2020-06-25,26.1584,94.5624,199
Odisha,4123,17,5752,2020-06-25,20.9517,85.0985,1612
Puducherry,176,9,461,2020-06-25,11.9416,79.8083,276
Punjab,3099,113,4627,2020-06-25,31.1471,75.3412,1415
Rajasthan,12611,375,16009,2020-06-25,27.0238,74.2179,3023
Sikkim,39,0,84,2020-06-25,,,45
Tamil Nadu,37763,866,67468,2020-06-25,11.1271,78.6569,28839
Telangana,4361,225,10444,2020-06-25,,,5858
Tripura,897,1,1259,2020-06-25,23.9408,91.9882,361
Uttar Pradesh,12586,596,19557,2020-06-25,26.8467,80.9462,6375
Uttarakhand,1721,35,2623,2020-06-25,30.0668,79.0193,867
West Bengal,9702,591,15173,2020-06-25,22.9868,87.855,4880
Andaman and Nicobar Islands,43,0,72,2020-06-28,11.7401,92.6586,29
Andhra Pradesh,5480,157,12285,2020-06-28,15.9129,79.74,6648
Arunachal Pradesh,54,1,177,2020-06-28,28.218000000000004,94.7278,122
Assam,4500,9,6816,2020-06-28,26.2006,92.9376,2307
Bihar,6843,59,8931,2020-06-28,25.0961,85.3131,2029
Chandigarh,335,6,428,2020-06-28,30.7333,76.7794,87
Chhattisgarh,1914,13,2545,2020-06-28,21.2787,81.8661,618
Dadra and Nagar Haveli and Daman and Diu,55,0,177,2020-06-28,,,122
Delhi,49301,2558,80188,2020-06-28,28.7041,77.1025,28329
Goa,420,2,1128,2020-06-28,15.2993,74.124,706
Gujarat,22409,1789,30709,2020-06-28,22.2587,71.1924,6511
Haryana,8472,218,13427,2020-06-28,29.0588,76.0856,4737
Himachal Pradesh,509,9,894,2020-06-28,31.1048,77.1734,376
Jammu and Kashmir,4225,93,6966,2020-06-28,33.7782,76.5762,2648
Jharkhand,1724,12,2339,2020-06-28,23.6102,85.2799,603
Karnataka,7287,191,11923,2020-06-28,15.3173,75.7139,4445
Kerala,2110,22,4071,2020-06-28,10.8505,76.2711,1939
Ladakh,554,1,960,2020-06-28,34.2996,78.2932,405
Madhya Pradesh,9971,550,12965,2020-06-28,22.9734,78.6569,2444
Maharashtra,84245,7273,159133,2020-06-28,19.7515,75.7139,67615
Manipur,432,0,1092,2020-06-28,24.6637,93.9063,660
Meghalaya,42,1,47,2020-06-28,25.467,91.3662,4
Mizoram,55,0,148,2020-06-28,23.1645,92.9376,93
Nagaland,164,0,387,2020-06-28,26.1584,94.5624,223
Odisha,4606,18,6350,2020-06-28,20.9517,85.0985,1726
Puducherry,221,10,619,2020-06-28,11.9416,79.8083,388
Punjab,3320,128,5056,2020-06-28,31.1471,75.3412,1608
Rajasthan,13367,391,16944,2020-06-28,27.0238,74.2179,3186
Sikkim,46,0,87,2020-06-28,,,41
Tamil Nadu,44094,1025,78335,2020-06-28,11.1271,78.6569,33216
Telangana,4928,243,13436,2020-06-28,,,8265
Tripura,1071,1,1334,2020-06-28,23.9408,91.9882,262
Uttar Pradesh,14215,649,21549,2020-06-28,26.8467,80.9462,6685
Uttarakhand,1912,37,2791,2020-06-28,30.0668,79.0193,842
West Bengal,10789,629,16711,2020-06-28,22.9868,87.855,5293
Andaman and Nicobar Islands,46,0,90,2020-06-30,11.7401,92.6586,44
Andhra Pradesh,6232,180,13891,2020-06-30,15.9129,79.74,7479
Arunachal Pradesh,61,1,187,2020-06-30,28.218000000000004,94.7278,125
Assam,5333,11,7752,2020-06-30,26.2006,92.9376,2408
Bihar,7390,62,9640,2020-06-30,25.0961,85.3131,2188
Chandigarh,349,6,435,2020-06-30,30.7333,76.7794,80
Chhattisgarh,2173,13,2761,2020-06-30,21.2787,81.8661,575
Dadra and Nagar Haveli and Daman and Diu,77,0,203,2020-06-30,,,126
Delhi,56235,2680,85161,2020-06-30,28.7041,77.1025,26246
Goa,478,3,1198,2020-06-30,15.2993,74.124,717
Gujarat,23240,1827,31938,2020-06-30,22.2587,71.1924,6871
Haryana,9502,232,14210,2020-06-30,29.0588,76.0856,4476
Himachal Pradesh,556,9,942,2020-06-30,31.1048,77.1734,377
Jammu and Kashmir,4585,95,7237,2020-06-30,33.7782,76.5762,2557
Jharkhand,1845,15,2426,2020-06-30,23.6102,85.2799,566
Karnataka,7683,226,14295,2020-06-30,15.3173,75.7139,6386
Kerala,2152,22,4189,2020-06-30,10.8505,76.2711,2015
Ladakh,616,1,964,2020-06-30,34.2996,78.2932,347
Madhya Pradesh,10199,564,13370,2020-06-30,22.9734,78.6569,2607
Maharashtra,88960,7610,169883,2020-06-30,19.7515,75.7139,73313
Manipur,494,0,1227,2020-06-30,24.6637,93.9063,733
Meghalaya,42,1,47,2020-06-30,25.467,91.3662,4
Mizoram,55,0,148,2020-06-30,23.1645,92.9376,93
Nagaland,168,0,434,2020-06-30,26.1584,94.5624,266
Odisha,4946,23,6859,2020-06-30,20.9517,85.0985,1890
Puducherry,221,10,619,2020-06-30,11.9416,79.8083,388
Punjab,3764,138,5418,2020-06-30,31.1471,75.3412,1516
Rajasthan,13618,405,17660,2020-06-30,27.0238,74.2179,3637
Sikkim,50,0,88,2020-06-30,,,38
Tamil Nadu,47749,1141,86224,2020-06-30,11.1271,78.6569,37334
Telangana,5582,253,15394,2020-06-30,,,9559
Tripura,1085,1,1380,2020-06-30,23.9408,91.9882,294
Uttar Pradesh,15506,672,22828,2020-06-30,26.8467,80.9462,6650
Uttarakhand,2111,39,2831,2020-06-30,30.0668,79.0193,681
West Bengal,11719,653,17907,2020-06-30,22.9868,87.855,5535
Andaman and Nicobar Islands,51,0,109,2020-07-03,11.7401,92.6586,58
Andhra Pradesh,7313,198,16097,2020-07-03,15.9129,79.74,8586
Arunachal Pradesh,66,1,195,2020-07-03,28.218000000000004,94.7278,128
Assam,6106,12,9013,2020-07-03,26.2006,92.9376,2895
Bihar,8020,77,10471,2020-07-03,25.0961,85.3131,2374
Chandigarh,389,6,450,2020-07-03,30.7333,76.7794,55
Chhattisgarh,2385,14,3013,2020-07-03,21.2787,81.8661,614
Dadra and Nagar Haveli and Daman and Diu,89,0,230,2020-07-03,,,141
Delhi,63007,2864,92175,2020-07-03,28.7041,77.1025,26304
Goa,734,4,1482,2020-07-03,15.2993,74.124,744
Gujarat,24593,1886,33913,2020-07-03,22.2587,71.1924,7434
Haryana,11019,251,15509,2020-07-03,29.0588,76.0856,4239
Himachal Pradesh,628,10,1014,2020-07-03,31.1048,77.1734,376
Jammu and Kashmir,4974,115,7849,2020-07-03,33.7782,76.5762,2760
Jharkhand,1983,15,2584,2020-07-03,23.6102,85.2799,586
Karnataka,8334,272,18016,2020-07-03,15.3173,75.7139,9410
Kerala,2640,25,4753,2020-07-03,10.8505,76.2711,2088
Ladakh,730,1,990,2020-07-03,34.2996,78.2932,259
Madhya Pradesh,10815,589,14106,2020-07-03,22.9734,78.6569,2702
Maharashtra,101172,8178,186626,2020-07-03,19.7515,75.7139,77276
Manipur,617,0,1279,2020-07-03,24.6637,93.9063,662
Meghalaya,42,1,56,2020-07-03,25.467,91.3662,13
Mizoram,126,0,162,2020-07-03,23.1645,92.9376,36
Nagaland,182,0,501,2020-07-03,26.1584,94.5624,319
Odisha,5502,27,7545,2020-07-03,20.9517,85.0985,2016
Puducherry,331,12,802,2020-07-03,11.9416,79.8083,459
Punjab,4144,152,5784,2020-07-03,31.1471,75.3412,1488
Rajasthan,14948,430,18662,2020-07-03,27.0238,74.2179,3284
Sikkim,53,0,102,2020-07-03,,,49
Tamil Nadu,56021,1321,98392,2020-07-03,11.1271,78.6569,41050
Telangana,9069,275,18570,2020-07-03,,,9226
Tripura,1146,1,1435,2020-07-03,23.9408,91.9882,288
Uttar Pradesh,17221,735,24825,2020-07-03,26.8467,80.9462,6869
Uttarakhand,2405,42,2984,2020-07-03,30.0668,79.0193,537
West Bengal,13037,699,19819,2020-07-03,22.9868,87.855,6083
Andaman and Nicobar Islands,54,0,116,2020-07-04,11.7401,92.6586,62
Andhra Pradesh,7632,206,16934,2020-07-04,15.9129,79.74,9096
Arunachal Pradesh,75,1,252,2020-07-04,28.218000000000004,94.7278,176
Assam,6349,14,9673,2020-07-04,26.2006,92.9376,3310
Bihar,8214,80,10954,2020-07-04,25.0961,85.3131,2660
